edge_type_id target_query source_query weight_max distance_range params_file set_params_function delay target_sections weight_function
100 * ei=='e' 0.0001 "[0.0, 1e+20]" AMPA_ExcToExc.json exp2syn 2.0 ['apical'] wmax
101 * ei=='i' 0 "[0.0, 1e+20]" GABA_InhToExc.json exp2syn 2.0 ['soma'] wmax
